design_name,variant,macros,clock_ns,utilization,macro_place,power_mesh,filler,mean_ir_drop,max_ir_drop,std_ir_drop,p90_ir_drop,p99_ir_drop,hotspot_pct
RISCY,b,3,5,0.9,2,5,0,0.036606670857978904,2.86728,0.16204133462684758,0.07786158000000017,0.698447,0.026245651442037932
RISCY,a,1,20,0.8,2,5,0,0.019972583646728027,0.565827,0.052474802013204966,0.05987290000000001,0.3036233500000003,0.03653251814028487
RISCY,a,2,2,0.9,2,5,1,0.339538255846832,10.5847,0.9502070076681988,0.916123,5.418373700000003,0.039648
RISCY,a,1,20,0.85,3,2,1,0.038988549338286244,1.07044,0.0884370797578792,0.1359818000000005,0.42418507999999994,0.05860884117573751
RISCY,b,3,2,0.75,2,7,0,0.09053296039368301,10.6899,0.45374782436940664,0.174046,1.6584440000000096,0.020306270279330945
RISCY,a,2,5,0.85,1,3,0,0.06935702406624694,1.68163,0.17784076477699468,0.22763599999999992,0.8476155899999999,0.06191789215686275
RISCY,a,2,5,0.75,1,2,0,0.08211572958721967,12.3717,0.2218199335877769,0.250697,1.0633080000000066,0.04569654552634087
RISCY,a,3,5,0.8,3,3,0,0.06916069081163194,3.99244,0.22199047563413016,0.19640300000000033,1.0702786000000042,0.04044229791560752
RISCY,a,1,20,0.75,3,4,0,0.017143313689354137,0.509322,0.03905749647317137,0.0575185,0.185668,0.05877684481198711
RISCY,a,3,2,0.8,2,1,1,0.3847879188594293,11.6212,1.110490320658094,0.901937,5.9545859999999875,0.04698522055191803
RISCY,b,1,2,0.8,1,7,1,0.12772536234926396,12.4123,0.44942224516529133,0.33171789999999973,2.0534906999999984,0.03302107728337236
RISCY,a,1,20,0.9,2,7,1,0.08160001680535528,8.46052,0.6110716541962511,0.0686049,2.1761702999999626,0.010822510822510822
RISCY,a,3,2,0.9,2,2,1,0.3723468884958336,14.2815,0.9938681331056022,1.23808,4.827468999999983,0.041395782689807224
RISCY,b,3,2,0.7,2,5,0,0.16105509403383989,13.7287,0.689752808471335,0.3313361000000005,3.6761794,0.02591412089515387
RISCY,b,1,2,0.7,2,8,1,0.2596031235670359,10.9387,0.8650244112006122,0.5715668999999998,4.714507600000002,0.04244134244134244
RISCY,b,2,5,0.9,1,6,0,0.07943642592767579,5.40793,0.2820951576533922,0.20368700000000017,1.3164443999999995,0.04592975074902786
RISCY,b,2,5,0.7,1,6,0,0.04863323512436763,2.87437,0.1632227976516733,0.135183,0.7778887899999999,0.0423195084485407
RISCY,a,1,5,0.8,2,8,1,0.07325031450554959,1.49322,0.15507408541442333,0.263572,0.712323400000001,0.06323904864283794
RISCY,a,3,2,0.75,4,5,0,0.1790958633842143,9.17476,0.5695568937618564,0.4695119000000003,3.0993227000000068,0.03084357475241618
RISCY,a,1,20,0.85,3,6,1,0.03321841664364329,0.776827,0.07537813046254008,0.102639,0.36462088,0.05705994409727786
RISCY,b,1,5,0.85,1,3,0,0.04234380315713577,5.59664,0.1833261593503163,0.0922084,0.8394060499999997,0.024926426266709215
RISCY,a,3,2,0.75,2,6,1,0.34248331080057515,8.42446,0.7931525004812842,1.21891,3.7347982000000037,0.050530962892256295
RISCY,b,1,2,0.8,1,4,0,0.24390994174768488,27.7209,1.080039425865424,0.6286797999999996,3.535534399999996,0.021227835396453662
RISCY,a,2,2,0.85,1,6,1,0.4669694685202426,19.0437,1.159261340407278,1.7619460000000005,4.5353508999999965,0.038849708171206226
RISCY,a,1,20,0.7,4,4,0,0.0262573365089787,3.29083,0.06983072411446502,0.0972748,0.24426,0.03407820396237385
RISCY,a,1,5,0.8,3,1,0,0.07406086882474072,2.05094,0.1885037105190041,0.203013,0.9695225599999995,0.051354968216794916
RISCY,b,3,2,0.9,1,6,0,0.19950609530409608,8.50379,0.6938754678135837,0.46882040000000086,3.593928300000009,0.04537930647514308
RISCY,a,2,5,0.85,2,2,1,0.09109274128580627,1.8099,0.206082723378827,0.313848,1.013607000000001,0.050201416015625
RISCY,a,1,2,0.75,4,6,0,0.30583455474932963,7.1348,0.6223750746152417,1.090934,2.527409099999999,0.0494055523936002
RISCY,b,2,5,0.85,3,4,1,0.031788256114837266,1.90806,0.1003298760022496,0.08991360000000001,0.5055039999999998,0.04910566162941513
RISCY,b,3,2,0.75,3,8,1,0.13906118686693064,8.55494,0.4865501155938837,0.34464599999999984,2.4267158000000073,0.03941782898726501
RISCY,a,1,5,0.85,2,1,1,0.09721371071784436,2.17426,0.2167639633834576,0.313938,1.0502828,0.05474550018693585
RISCY,b,1,2,0.85,3,3,1,0.16892010619355158,11.6578,0.6221096277134948,0.4231271000000001,3.182438700000004,0.03025561689110791
RISCY,b,3,20,0.9,2,6,1,0.02166107146647639,1.54889,0.07779461945744089,0.0473261,0.3883059200000024,0.04431666295388728
RISCY,b,1,5,0.75,3,1,1,0.046439391670617135,2.96158,0.18772569132163813,0.0903606,0.8653880799999976,0.02966788970599814
RISCY,a,2,5,0.75,3,2,1,0.15432805329979501,22.5991,0.8039450102950135,0.30935400000000035,2.0571344999999974,0.014336476698100314
RISCY,b,3,5,0.85,3,6,1,0.060103001561327606,7.34419,0.3021238276459878,0.0925064,1.0707207999999944,0.024833057851239668
RISCY,a,1,5,0.7,3,8,1,0.054701261885693415,1.49393,0.12296687039425294,0.166535,0.5665185999999994,0.0584964445968307
RISCY,a,3,5,0.75,1,2,1,0.15362198630358717,34.7005,1.113138165042227,0.3440499000000007,1.441493899999997,0.004022988505747126
RISCY,b,1,5,0.85,1,4,0,0.054822248463734354,3.8566,0.16141874395945707,0.20799050000000002,0.6986021499999986,0.05150161330354927
RISCY,b,1,2,0.8,1,3,0,0.1322293199816962,13.0318,0.5007356369093043,0.306249,2.5166678,0.032636333221813314
RISCY,a,2,20,0.7,2,2,1,0.050739124715422426,2.15197,0.12510717906798138,0.15217690000000034,0.5803959899999995,0.047171018945212494
RISCY,a,2,20,0.9,2,4,1,0.05532283225338795,7.23463,0.2080390989309724,0.160992,0.7839859600000012,0.023244979919678714
RISCY,a,2,20,0.9,3,7,1,0.02358587817512932,0.886321,0.06109197664655552,0.071764,0.30410420000000027,0.048642570281124495
RISCY,a,3,2,0.8,2,8,0,0.14148074165937977,7.17443,0.4585141173455995,0.3900589000000003,2.500275100000034,0.03355363497712252
RISCY,a,1,2,0.85,3,1,1,0.34755119303830945,19.1136,0.9643139953105487,0.9810861000000044,4.1117778,0.046836381611468116
RISCY,b,2,5,0.8,3,2,1,0.04116469215168096,2.67518,0.1536467195167764,0.0873208,0.8328093900000006,0.03431961120640366
RISCY,a,3,2,0.85,3,2,1,0.831051072887743,102.102,5.532586848768003,1.3378659999999996,6.5422388000000025,0.007527271263535
RISCY,b,1,5,0.9,3,1,1,0.048567518985584986,2.51877,0.1654590461057314,0.113726,0.9210466000000003,0.04409587526470644
RISCY,a,1,2,0.9,1,7,0,0.1099192939829564,3.24392,0.26190210733985203,0.336587,1.395808599999998,0.04301015076877146
RISCY,a,1,5,0.85,1,7,0,0.04299648239392548,1.13869,0.10289091886016763,0.13167880000000026,0.53685628,0.044383912834481655
RISCY,a,3,5,0.75,2,5,1,0.0820854577844483,6.81889,0.2934122948098836,0.19305310000000053,1.4985428000000003,0.0278618800461361
RISCY,b,2,2,0.85,3,2,1,0.17184590468528035,10.8669,0.6045602536982084,0.439763,2.781908999999999,0.037930202394956716
RISCY,a,3,20,0.75,1,6,0,0.022295565377823595,0.73266,0.0609759457988486,0.0749826,0.33775419999999956,0.04075038580246913
RISCY,a,2,2,0.85,2,7,1,0.196094748078809,15.4702,0.6508507413306499,0.5369070000000002,2.377362399999999,0.027191755836575876
RISCY,a,2,2,0.75,3,2,0,0.22403229029572233,11.697,0.6209489935716144,0.663519,3.01182,0.03880005466721334
RISCY,a,1,20,0.85,2,2,1,0.04310905520349659,0.699639,0.08767336464507815,0.15689100000000025,0.4014325599999999,0.06402107924299881
RISCY,a,1,20,0.75,3,2,0,0.027054498033710572,0.534177,0.0621960031385391,0.0851154,0.310898,0.0546975444834209
RISCY,b,3,5,0.75,2,8,1,0.0462987389396573,1.82563,0.14035082405765265,0.146091,0.6953396699999992,0.04976851851851852
RISCY,a,1,20,0.85,1,5,0,0.01946979049170183,0.579655,0.050633203169752304,0.0596046,0.29017215999999996,0.03509053036372376
RISCY,a,3,20,0.7,3,2,0,0.027105517373703883,2.20412,0.07783718321736785,0.0854135,0.40756269000000056,0.042171523805234
RISCY,b,3,2,0.8,1,3,0,0.07335821409517611,15.849,0.2697315478467618,0.167727,1.3514439999999996,0.03796811083952838
RISCY,b,1,20,0.85,2,2,0,0.014559302493466389,0.966012,0.04740118020653327,0.0459552,0.220835,0.04131652661064426
RISCY,a,1,2,0.8,3,4,0,0.30521312495170316,3.62748,0.5578380098961718,1.25381,2.145749,0.07336737436173071
RISCY,a,1,5,0.8,2,4,0,0.11699914691407216,1.57946,0.21363345989932336,0.470519,0.8144170000000001,0.06742139209889815
RISCY,a,2,5,0.75,3,4,0,0.05909666989168175,1.57714,0.15544136425850333,0.187457,0.7819892000000022,0.05574542830299152
RISCY,b,1,20,0.85,2,4,0,0.024681292945980392,2.13861,0.08158385660012568,0.09745955999999992,0.23894359999999987,0.025630252100840335
RISCY,b,2,2,0.75,2,3,1,0.17884591140785305,14.7092,0.732741820711064,0.419855,2.8235547999999886,0.02389705882352941
RISCY,b,2,2,0.7,2,3,0,0.10114310086598373,12.3634,0.3620044607048837,0.24092800000000034,1.74212,0.037951194712760546
RISCY,a,3,20,0.8,2,3,1,0.02952138587641586,1.13648,0.0730232995176821,0.0921488,0.358224,0.053863751906456536
RISCY,a,2,20,0.75,2,8,1,0.03627025437760651,0.908375,0.07925644575333655,0.148416,0.34765000000000035,0.06564453098405523
RISCY,a,1,5,0.75,1,5,1,0.07055962151131888,2.57111,0.18248994162027318,0.189722,0.941217,0.03809463341851717
RISCY,b,2,2,0.7,1,3,1,0.1461808606759653,16.8914,0.49582089800916235,0.3830370000000002,2.496573099999992,0.03774879890185312
RISCY,b,2,5,0.75,3,4,1,0.038397983205231405,3.50386,0.15131749744907136,0.092566,0.5782604000000003,0.03282907367819066
RISCY,a,3,2,0.9,2,3,1,0.2391982024578693,8.07345,0.6388778590481451,0.805855,3.173473999999995,0.05017242354005314
RISCY,b,1,20,0.75,2,5,1,0.01790036711166226,1.2272,0.06314283774188734,0.043571,0.33175366000000023,0.03335222978080121
RISCY,b,2,20,0.85,3,6,1,0.04861157642983138,1.82635,0.16056877754340992,0.139147,0.882846099999999,0.044158899647090764
RISCY,a,1,5,0.7,4,1,0,0.07954554858628822,2.65944,0.22035162996142296,0.211656,1.1530619999999971,0.04101012209120317
RISCY,b,1,2,0.85,2,3,0,0.12845733526600142,6.39158,0.4171311207706831,0.331581,2.2380348999999993,0.03862044817927171
RISCY,b,1,2,0.7,2,8,0,0.18872479795504307,7.84433,0.6751264636872418,0.3436268999999999,3.7324295000000007,0.041891891891891894
RISCY,a,3,2,0.85,1,8,0,0.15173571878160477,5.69385,0.4524399193873084,0.4640161000000005,2.5114839000000084,0.03942407957006497
RISCY,b,2,2,0.85,2,8,1,0.4259597480514099,21.8666,1.5060874232317076,1.21537,8.028268000000017,0.0367889404296875
RISCY,a,2,2,0.8,1,3,0,0.16511506408155385,5.32627,0.4409174087062966,0.519156,2.098413599999996,0.05237895589064465
RISCY,a,1,5,0.8,4,1,0,0.0870072136723495,2.46781,0.22755139555112402,0.236988,1.18452,0.051599032518140284
RISCY,a,3,20,0.85,3,5,1,0.04312730544668313,1.6675,0.13758382663981772,0.101388,0.690097739999999,0.044426255903821384
RISCY,b,3,20,0.75,1,8,0,0.011328555265133601,0.466108,0.03666617114087165,0.0306368,0.20090871000000013,0.04548731257208766
RISCY,a,3,2,0.75,2,3,0,0.15399697329472317,7.37894,0.472241037824073,0.40261120000000156,2.4897971000000014,0.0444660707420223
RISCY,a,2,2,0.75,3,3,1,0.30047601685520353,11.6781,0.8075279767548691,0.931323,3.9359460000000093,0.046745006195449405
RISCY,a,2,5,0.8,4,7,0,0.0433620203016756,1.48565,0.11899744650152756,0.131965,0.6334759599999986,0.04102994115861152
RISCY,b,1,20,0.8,3,7,1,0.011272573273611204,1.12969,0.03839240384650311,0.0309348,0.190377,0.03535873100152651
RISCY,a,1,20,0.75,3,2,1,0.04193144630531262,1.41019,0.0994121453699879,0.127137,0.477552,0.05188806526880526
RISCY,b,3,5,0.9,2,8,0,0.04410256028690382,2.88397,0.15850797644969514,0.121772,0.788654280000003,0.037944675120637414
RISCY,a,1,5,0.85,2,4,1,0.1271476543359113,1.48249,0.20289098263996833,0.4358410000000003,0.7897737199999998,0.0591607470312806
RISCY,b,1,20,0.85,1,8,0,0.018904254805336137,4.45515,0.12267587811152045,0.0528097,0.22465,0.005987394957983194
RISCY,a,1,2,0.7,1,2,0,0.29954961394386487,8.95578,0.7314313707765067,0.945032,3.3408319999999896,0.04987999582594177
RISCY,a,1,2,0.75,3,5,1,0.26015748333341243,7.45201,0.6317906542782036,0.7411181000000001,3.378909499999997,0.04339783722253842
RISCY,b,1,5,0.75,1,3,0,0.02818139690633967,5.4127,0.11498393639854891,0.0647902,0.48383439999999994,0.030904733746226386
RISCY,b,1,20,0.75,2,5,0,0.012599814260377302,0.833273,0.04485460908902302,0.030458,0.25361443000000017,0.03173028470647518
RISCY,a,2,5,0.85,4,6,0,0.17736999922613222,3.757,0.4080899182070011,0.7302165,1.8932350000000004,0.0589599609375
RISCY,a,1,20,0.8,3,8,0,0.013378875515795485,0.567019,0.03051335795096113,0.0389218,0.1543550000000001,0.047147944101048105
RISCY,b,3,2,0.8,2,7,0,0.07756234604944276,10.4151,0.31718488982317294,0.17703190000000033,1.4292817000000049,0.029508611955420466
RISCY,b,2,5,0.75,1,8,0,0.03349115529247151,5.86075,0.18791182457243083,0.0569224,0.5495788000000014,0.0213504718073011
RISCY,a,3,20,0.85,3,1,1,0.07392707748996082,5.95838,0.33816213010278884,0.1272140000000002,1.3367643999999868,0.01993881494203521
RISCY,b,1,20,0.9,3,4,1,0.027032444985641828,1.13201,0.07989665693734571,0.106514,0.3753974199999997,0.04416327592293257
RISCY,a,2,5,0.75,4,3,0,0.0602894370496589,5.57238,0.2069735204217171,0.171363,0.7775188000000021,0.033210332103321034
RISCY,b,3,2,0.75,1,1,1,0.23496011953330462,17.3079,1.0105993105091178,0.3561499000000007,4.705326999999992,0.03151340996168582
RISCY,a,1,20,0.8,1,2,1,0.0395200681058788,0.865877,0.08604151299618729,0.130564,0.40278435000000035,0.056218086535877454
RISCY,b,2,20,0.9,2,5,1,0.013324967323003225,0.964522,0.05645661767385014,0.0320077,0.299806729999999,0.024236387782204515
RISCY,a,2,5,0.75,4,2,0,0.08707680762812599,2.36958,0.22475963447846786,0.29093,1.14048,0.04532890347353658
RISCY,b,3,20,0.85,1,1,1,0.033970620430217265,1.64139,0.1345276258051658,0.0639558,0.7736708799999987,0.034026911716442405
RISCY,a,3,2,0.85,2,5,1,0.28688553652737897,13.6549,0.8797818638624348,0.7657350000000005,4.769110000000021,0.03310071923210609
RISCY,a,1,2,0.85,2,4,1,0.4872006656882213,8.02225,0.7978050818642752,1.62292,3.3380635999999986,0.04844290657439446
RISCY,a,2,2,0.8,2,2,1,0.43130632287894627,113.327,1.625530131529135,1.27536,4.922892500000003,0.023432999193455466
RISCY,b,2,5,0.75,3,7,0,0.04802842051035797,3.29822,0.20574177503769306,0.0764132,1.0732880000000047,0.030950014297190943
RISCY,a,3,5,0.8,3,6,1,0.1130905129730196,4.38362,0.29051948878175826,0.390768,1.3818159999999966,0.043629133369638175
RISCY,b,1,2,0.75,2,8,0,0.1354311368918864,5.10818,0.3886664833019364,0.5115750000000002,1.769684899999998,0.05459115917283248
RISCY,a,3,2,0.85,3,1,0,0.3356553934258235,15.5706,1.0432997525654153,0.9705421999999982,4.958745600000002,0.03748876276348804
RISCY,a,1,20,0.7,2,8,0,0.016755106355602928,0.460207,0.03964519639219147,0.0494719,0.19271379999999982,0.05761691089876418
RISCY,b,3,2,0.85,2,4,1,0.22594531269569768,14.9815,0.8119083779914472,0.5722045,3.8739100000000004,0.04111833342213224
RISCY,b,1,2,0.7,2,3,0,0.08131104982835165,3.3741,0.25084590721985894,0.23657689999999992,1.2516898,0.04581229581229581
RISCY,a,2,5,0.8,2,7,1,0.08186635451204731,18.8282,0.6901586114567103,0.140488,0.6237527999999946,0.003527591840275268
RISCY,a,1,2,0.9,1,2,0,0.21712661952185028,4.49717,0.5147132579287215,0.756443,2.4727977999999986,0.05821764442454098
RISCY,a,1,2,0.85,2,8,0,0.16010436935214672,4.66996,0.41203155375700273,0.45065300000000025,1.925180599999999,0.05656380199138479
RISCY,a,2,2,0.8,2,7,1,0.2963219581696077,56.7527,2.3029531022739644,0.5097811000000002,2.519322600000001,0.0038598916925913123
RISCY,a,1,20,0.8,4,2,0,0.030179982699838757,1.0165,0.08206788277985509,0.08705260000000001,0.3555383500000003,0.0430159903251814
RISCY,a,2,2,0.8,1,8,1,0.2485591488230605,10.8091,0.5841656671257573,0.8467199999999999,2.638989799999998,0.062099146280220965
RISCY,b,2,20,0.9,2,2,1,0.018913665317880857,1.25235,0.06467562918604867,0.05494954000000008,0.31095630999999974,0.046528173022196924
RISCY,a,2,2,0.7,3,8,0,0.14135097542287764,4.28295,0.36163268291141176,0.43905390000000033,1.8381361999999977,0.050460829493087556
RISCY,a,1,2,0.75,2,1,0,0.20573907239889455,7.14707,0.5492506714826948,0.5583403000000005,2.8521259000000003,0.045776643990929705
RISCY,b,2,20,0.7,2,6,1,0.021693693612597865,0.815332,0.06764681213166877,0.0629425,0.34810360000000035,0.04050584646670056
RISCY,a,2,5,0.8,2,6,0,0.08701233129853712,6.95151,0.22686724559172106,0.29048300000000005,1.1153739999999996,0.055379792761152874
RISCY,b,1,20,0.7,2,1,0,0.013196556615223136,0.59557,0.04583360096083521,0.0319481,0.2642337599999986,0.03355842630651791
RISCY,a,2,2,0.7,2,7,0,0.11439292119819763,4.44329,0.30555803927356495,0.34624900000000036,1.6834922999999982,0.036597542242703535
RISCY,a,3,5,0.85,2,2,1,0.11278898192453136,5.61792,0.30372004383421264,0.34322779999999964,1.4588684000000007,0.04340592252680165
RISCY,a,3,5,0.75,2,7,1,0.06173395290910467,4.52036,0.20826217055830046,0.167668,0.9307677100000001,0.029471837754709726
RISCY,a,1,2,0.7,4,4,0,0.21628997571426786,23.0554,0.5479924177390155,0.761807,2.134277999999992,0.0412039176517941
RISCY,a,2,5,0.75,2,8,1,0.08200856087962582,1.39761,0.1746846242045913,0.335515,0.7792118000000017,0.0693618006290764
RISCY,b,1,20,0.8,1,2,1,0.020167084673196167,1.32793,0.06909852101526469,0.0581741,0.3056978400000001,0.03935027072053311
RISCY,b,1,5,0.85,2,6,1,0.05896569937539016,2.36535,0.19678542091087947,0.146627,1.0426198999999998,0.04046324412117788
RISCY,a,3,5,0.75,1,5,0,0.062414547656710555,2.35063,0.17579808857650026,0.20168429999999982,0.8846686599999982,0.03716965663580247
RISCY,b,3,5,0.85,2,4,1,0.04883438756980464,2.20054,0.1602717627789518,0.11733770000000035,0.8617820799999976,0.050383748389866895
RISCY,a,1,20,0.85,4,8,0,0.021238422773369653,0.428498,0.05364161588705642,0.0536442,0.2636694,0.05780768751446527
RISCY,b,3,5,0.75,1,5,1,0.05164090485126119,6.23477,0.22949979111546237,0.07945896000000034,1.0451328000000037,0.03146402577258084
RISCY,b,3,2,0.8,1,5,1,0.16565308346972585,11.2259,0.6591054077134124,0.3037272999999998,3.726336900000001,0.03316876347050273
RISCY,a,3,5,0.7,2,6,0,0.062429515720988406,2.653,0.19209201816210136,0.190824,1.0030479999999975,0.031670169254061874
RISCY,a,2,2,0.7,1,7,1,0.17748565941730418,7.8637,0.4851529057451601,0.508862900000001,2.4241171999999906,0.04293394777265745
RISCY,a,3,20,0.85,1,8,1,0.0329407244842142,1.13988,0.08794133940666751,0.116706,0.4208346800000001,0.05605871539937474
RISCY,b,1,5,0.9,1,5,0,0.054533404475686664,5.5086,0.23717725362980868,0.112474,1.0616628999999727,0.027634721600238842
RISCY,a,1,5,0.75,3,1,0,0.08453945562770748,2.06351,0.22295009770573748,0.23222,1.21373,0.049903969778257486
RISCY,b,3,2,0.8,3,6,1,0.27484953400162243,31.5214,1.4818392505247533,0.412047,4.971808399999996,0.02221938775510204
RISCY,a,2,20,0.75,1,6,1,0.04723898429125324,2.76268,0.1549781460898303,0.138164,0.5547916699999992,0.02207188738554052
RISCY,b,3,5,0.7,3,4,1,0.04617114846663321,5.60629,0.17904275752654897,0.104189,0.979543,0.029944258639910813
RISCY,a,1,5,0.75,2,8,0,0.05603214204500563,1.80382,0.14157884705708487,0.164807,0.695407,0.05474516277519405
RISCY,b,2,20,0.7,2,4,1,0.016992885329646667,0.812113,0.05130289666841046,0.0513792,0.25556259000000114,0.04833502796136248
RISCY,a,2,5,0.85,2,5,0,0.055279412460150126,2.70867,0.17298668328889594,0.1508,0.7972181599999996,0.03123468137254902
RISCY,a,1,20,0.75,3,8,1,0.017334434082439964,0.421226,0.03770167514496391,0.0506639,0.194728,0.04812622021872669
RISCY,a,1,2,0.7,2,3,1,0.5619387171662289,66.3707,3.8371194433013076,0.864089,4.772101999999993,0.007468582758158048
RISCY,b,1,20,0.7,1,7,1,0.011084525560781112,0.701964,0.04033501150270899,0.0289083,0.2049701900000001,0.02635877635877636
RISCY,a,2,20,0.75,1,5,1,0.040449867577665714,1.87421,0.11347737475961094,0.11045300000000036,0.5857718899999997,0.04146508131747984
RISCY,b,3,2,0.85,1,2,0,0.49735184378817715,44.7874,3.3561238172356953,0.383437,20.004669999999873,0.0143989343989344
